code,zipcode,destcode
INDOSG_SG03_SG0304,93956,KDI20707
INDOSG_SG03_SG0305,93958,KDI20703
INDOSG_SG03_SG0306,93954,KDI20704
INDOSG_SG03_SG0307,93954,KDI20708
INDOSG_SG03_SG0308,93954,KDI20709
INDOSG_SG03_SG0309,93955,KDI20710
INDOSG_SG03_SG0311,93958,KDI20711
INDOSG_SG03_SG0312,93955,KDI20701
INDOSG_SG03_SG0313,93956,KDI20712
INDOSG_SG03_SG0314,93957,KDI20713
INDOSG_SG03_SG0315,93955,KDI20714
INDOSG_SG04_SG04,93461,KDI20421
INDOSG_SG04_SG0401,93452,KDI20401
INDOSG_SG04_SG0402,93463,KDI20416
INDOSG_SG04_SG0403,93417,KDI20417
INDOSG_SG04_SG0404,93452,KDI20418
INDOSG_SG04_SG0405,93354,KDI20419
INDOSG_SG04_SG0406,93354,KDI20410
INDOSG_SG04_SG0407,93354,KDI20420
INDOSG_SG04_SG0408,93461,KDI20421
INDOSG_SG04_SG0409,93464,KDI20402
INDOSG_SG04_SG0410,93461,KDI20411
INDOSG_SG04_SG0411,93461,KDI20422
INDOSG_SG04_SG0412,93463,KDI20403
INDOSG_SG04_SG0413,93464,KDI20423
INDOSG_SG04_SG0414,93353,KDI20424
INDOSG_SG04_SG0415,93354,KDI20425
INDOSG_SG04_SG0416,93351,KDI20407
INDOSG_SG04_SG0417,93461,KDI20413
INDOSG_SG04_SG0418,93464,KDI20414
INDOSG_SG04_SG0419,93416,KDI20400
INDOSG_SG04_SG0420,93393,KDI21200
INDOSG_SG04_SG0421,93393,KDI21201
INDOSG_SG04_SG0422,93393,KDI21202
INDOSG_SG04_SG0423,93393,KDI21206
INDOSG_SG04_SG0424,93393,KDI21204
INDOSG_SG04_SG0425,93461,KDI20404
INDOSG_SG04_SG0426,93463,KDI20415
INDOSG_SG04_SG0428,93393,KDI21204
INDOSG_SG04_SG0429,93351,KDI20426
INDOSG_SG04_SG0430,93464,KDI20427
INDOSG_SG05_SG0501,93811,KDI20800
INDOSG_SG05_SG0502,93875,KDI20801
INDOSG_SG05_SG0503,93883,KDI20811
INDOSG_SG05_SG0504,93875,KDI20812
INDOSG_SG05_SG0505,93875,KDI20813
INDOSG_SG05_SG0506,93815,KDI20814
INDOSG_SG05_SG0507,93395,KDI20802
INDOSG_SG05_SG0508,93874,KDI20803
INDOSG_SG05_SG0509,93881,KDI20815
INDOSG_SG05_SG0510,93881,KDI20804
INDOSG_SG05_SG0512,93873,KDI20805
INDOSG_SG05_SG0513,93892,KDI20806
INDOSG_SG05_SG0514,93891,KDI20807
INDOSG_SG05_SG0515,93891,KDI20817
INDOSG_SG05_SG0516,93873,KDI20818
INDOSG_SG05_SG0517,93883,KDI20808
INDOSG_SG05_SG0518,93883,KDI20819
INDOSG_SG05_SG0519,93871,KDI20809
INDOSG_SG05_SG0520,93871,KDI20820
INDOSG_SG05_SG0521,93885,KDI20810
INDOSG_SG05_SG0522,93874,KDI20821
INDOSG_SG05_SG0523,93885,KDI20816
INDOSG_SG06_SG0601,93353,KDI20405
INDOSG_SG06_SG0602,93352,KDI21100
INDOSG_SG06_SG0603,93352,KDI20406
INDOSG_SG06_SG0604,93352,KDI21102
INDOSG_SG06_SG0605,93352,KDI20412
INDOSG_SG06_SG0606,93353,KDI21103
INDOSG_SG06_SG0607,93352,KDI21101
INDOSG_SG06_SG0609,93353,KDI21104
INDOSG_SG06_SG0610,93352,KDI21105
INDOSG_SG06_SG0611,93353,KDI21106
INDOSG_SG07_SG0701,93724,KDI20120
INDOSG_SG07_SG0702,93758,KDI20103
INDOSG_SG07_SG0703,93716,KDI20121
INDOSG_SG07_SG0704,93727,KDI20122
INDOSG_SG07_SG0705,93757,KDI20123
INDOSG_SG07_SG0706,93714,KDI20124
INDOSG_SG07_SG0707,93721,KDI20125
INDOSG_SG07_SG0708,93758,KDI20126
INDOSG_SG08_SG0801,93781,KDI20501
INDOSG_SG08_SG0802,93781,KDI20507
INDOSG_SG08_SG0803,93781,KDI20508
INDOSG_SG08_SG0804,93783,KDI20509
INDOSG_SG08_SG0805,93783,KDI20502
INDOSG_SG08_SG0806,93781,KDI20510
INDOSG_SG08_SG0807,93771,KDI20511
INDOSG_SG08_SG0808,93774,KDI20512
INDOSG_SG08_SG0809,93771,KDI20513
INDOSG_SG08_SG0810,93774,KDI20514
INDOSG_SG08_SG0811,93772,KDI20503
INDOSG_SG08_SG0812,93772,KDI20504
INDOSG_SG08_SG0813,93773,KDI20515
INDOSG_SG08_SG0814,93772,KDI20516
INDOSG_SG08_SG0815,93773,KDI20517
INDOSG_SG08_SG0816,93773,KDI20505
INDOSG_SG08_SG0817,93773,KDI20518
INDOSG_SG08_SG0818,93774,KDI20506
INDOSG_SG08_SG0819,93774,KDI20519
INDOSG_SG08_SG0820,93771,KDI20520
INDOSG_SG08_SG0821,93772,KDI20521
INDOSG_SG08_SG0822,93771,KDI20500
INDOSG_SG09_SG0901,93752,KDI20601
INDOSG_SG09_SG0902,93753,KDI20602
INDOSG_SG09_SG0903,93673,KDI20301
INDOSG_SG09_SG0904,93752,KDI20604
INDOSG_SG09_SG0905,93755,KDI20605
INDOSG_SG09_SG0906,93763,KDI20606
INDOSG_SG09_SG0907,93753,KDI20615
INDOSG_SG09_SG0908,93756,KDI20608
INDOSG_SG09_SG0909,93756,KDI20608
INDOSG_SG09_SG0910,93762,KDI20609
INDOSG_SG09_SG0911,93762,KDI20616
INDOSG_SG09_SG0912,93762,KDI20610
INDOSG_SG09_SG0913,93754,KDI20600
INDOSG_SG09_SG0914,93753,KDI20611
INDOSG_SG09_SG0916,93752,KDI20612
INDOSG_SG09_SG0917,93752,KDI20618
INDOSG_SG09_SG0918,93756,KDI20619
INDOSG_SG09_SG0919,93781,KDI20613
INDOSG_SG09_SG0920,93754,KDI20620
INDOSG_SG09_SG0921,93754,KDI20621
INDOSG_SG10_SG1001,93673,KDI20301
INDOSG_SG10_SG1002,93673,KDI20333
INDOSG_SG10_SG1003,93672,KDI20306
INDOSG_SG10_SG1004,93672,KDI20321
INDOSG_SG10_SG1005,93672,KDI20322
INDOSG_SG10_SG1006,93671,KDI21300
INDOSG_SG10_SG1007,91862,UPG20611
INDOSG_SG11_SG1101,93652,KDI20332
INDOSG_SG11_SG1102,93614,KDI20318
INDOSG_SG11_SG1103,93663,KDI20335
INDOSG_SG11_SG1104,93659,KDI20302
INDOSG_SG11_SG1105,93664,KDI20304
INDOSG_SG11_SG1106,93661,KDI20305
INDOSG_SG11_SG1107,93611,KDI20319
INDOSG_SG11_SG1108,93658,KDI20320
INDOSG_SG11_SG1109,93655,KDI20337
INDOSG_SG11_SG1110,93654,KDI20324
INDOSG_SG11_SG1111,93652,KDI20307
INDOSG_SG11_SG1112,93658,KDI20308
INDOSG_SG11_SG1113,93664,KDI20325
INDOSG_SG11_SG1114,93674,KDI20326
INDOSG_SG11_SG1115,93654,KDI20309
INDOSG_SG11_SG1116,93674,KDI20327
INDOSG_SG11_SG1117,93657,KDI20312
INDOSG_SG11_SG1118,93653,KDI20336
INDOSG_SG11_SG1119,93653,KDI20329
INDOSG_SG11_SG1120,93662,KDI20346
INDOSG_SG11_SG1121,93674,KDI20316
INDOSG_SG11_SG1122,93674,KDI20316
INDOSG_SG11_SG1123,93656,KDI20334
INDOSG_SG11_SG1124,93663,KDI20310
INDOSG_SG11_SG1125,93673,KDI20614
INDOSG_SG11_SG1126,93674,KDI20342
INDOSG_SG11_SG1127,93661,KDI20343
INDOSG_SG11_SG1128,93663,KDI20344
INDOSG_SG11_SG1129,93674,KDI20345
INDOSG_SG11_SG1130,93664,KDI20338
INDOSG_SG11_SG1131,93653,KDI20339
INDOSG_SG11_SG1132,93662,KDI20346
INDOSG_SG11_SG1133,93654,KDI20341
INDOSG_SG12_SG1201,93794,KDI20904
INDOSG_SG12_SG1202,93792,KDI20902
INDOSG_SG12_SG1203,93792,KDI20905
INDOSG_SG12_SG1204,93794,KDI20906
INDOSG_SG12_SG1205,93793,KDI20907
INDOSG_SG12_SG1206,93793,KDI20907
INDOSG_SG12_SG1207,93791,KDI20900
INDOSG_SG12_SG1208,93795,KDI20901
INDOSG_SG14_SG1401,93573,KDI21004
INDOSG_SG14_SG1402,93573,KDI21005
INDOSG_SG14_SG1403,93575,KDI21006
INDOSG_SG15_SG1501,93393,KDI21205
INDOSG_SG15_SG1502,93393,KDI21206
INDOSG_SG16_SG1601,93761,KDI20603
INDOST_ST01_ST01,94891,PLW21100
INDOST_ST01_ST0101,94773,PLW20101
INDOST_ST01_ST0102,94762,PLW20103
INDOST_ST01_ST0103,94752,PLW20116
INDOST_ST01_ST0104,94753,PLW20106
INDOST_ST01_ST0105,94761,PLW20107
INDOST_ST01_ST0106,94771,PLW20109
INDOST_ST01_ST0107,94711,PLW20100
INDOST_ST01_ST0108,94723,PLW20123
INDOST_ST01_ST0109,94772,PLW20126
INDOST_ST01_ST0110,94753,PLW20129
INDOST_ST01_ST0111,94752,PLW20111
INDOST_ST01_ST0112,94765,PLW20131
INDOST_ST01_ST0113,94765,PLW20131
INDOST_ST01_ST0114,94773,PLW20118
INDOST_ST01_ST0115,94773,PLW20119
INDOST_ST01_ST0116,94762,PLW20120
INDOST_ST01_ST0117,94752,PLW20121
INDOST_ST01_ST0118,94717,PLW20122
INDOST_ST01_ST0119,94711,PLW20124
INDOST_ST01_ST0120,94771,PLW20125
INDOST_ST01_ST0121,94765,PLW20127
INDOST_ST01_ST0122,94761,PLW20128
INDOST_ST01_ST0123,94753,PLW20130
INDOST_ST02_ST0201,94891,PLW21100
INDOST_ST02_ST0207,94881,PLW20502
INDOST_ST02_ST0208,94881,PLW20509
INDOST_ST02_ST0209,94882,PLW20503
INDOST_ST02_ST0210,94882,PLW20504
INDOST_ST02_ST0211,94882,PLW20510
INDOST_ST02_ST0213,94883,PLW20505
INDOST_ST02_ST0214,94883,PLW20511
INDOST_ST02_ST0215,94885,PLW20507
INDOST_ST02_ST0216,94885,PLW20512
INDOST_ST02_ST0217,94885,PLW20513
INDOST_ST02_ST0218,94884,PLW20508
INDOST_ST02_ST0219,94884,PLW20514
INDOST_ST03_ST0301,94563,PLW20601
INDOST_ST03_ST0302,94566,PLW20602
INDOST_ST03_ST0303,94563,PLW20603
INDOST_ST03_ST0304,94567,PLW20604
INDOST_ST03_ST0305,94568,PLW20605
INDOST_ST03_ST0306,94563,PLW20610
INDOST_ST03_ST0307,94563,PLW20606
INDOST_ST03_ST0308,94565,PLW20607
INDOST_ST03_ST0309,94568,PLW20608
INDOST_ST03_ST0310,94568,PLW20611
INDOST_ST03_ST0311,94565,PLW20609
INDOST_ST04_ST0401,94355,PLW20701
INDOST_ST04_ST0402,94351,PLW20700
INDOST_ST04_ST0403,94351,PLW20718
INDOST_ST04_ST0404,94351,PLW20719
INDOST_ST04_ST0407,94362,PLW20708
INDOST_ST04_ST0408,94353,PLW20710
INDOST_ST04_ST0409,94353,PLW20714
INDOST_ST04_ST0410,94353,PLW20715
INDOST_ST04_ST0411,94354,PLW20711
INDOST_ST04_ST0412,94356,PLW20716
INDOST_ST04_ST0413,94356,PLW20716
INDOST_ST04_ST0414,94352,PLW20717
INDOST_ST04_ST0415,94352,PLW20720
INDOST_ST04_ST0416,94355,PLW20722
INDOST_ST04_ST0417,94362,PLW20721
INDOST_ST05_ST0501,94974,PLW20805
INDOST_ST05_ST0502,94976,PLW20806
INDOST_ST05_ST0503,94976,PLW20801
INDOST_ST05_ST0504,94974,PLW20802
INDOST_ST05_ST0505,94973,PLW20803
INDOST_ST05_ST0506,94972,PLW20804
INDOST_ST05_ST0507,94966,PLW20807
INDOST_ST05_ST0508,94966,PLW20816
INDOST_ST05_ST0509,94972,PLW20808
INDOST_ST05_ST0510,94975,PLW20809
INDOST_ST05_ST0511,94965,PLW20810
INDOST_ST05_ST0512,94971,PLW20811
INDOST_ST05_ST0513,94971,PLW20812
INDOST_ST05_ST0514,94976,PLW20813
INDOST_ST05_ST0515,94974,PLW20802
INDOST_ST05_ST0516,94974,PLW20814
INDOST_ST05_ST0517,94973,PLW20815
INDOST_ST05_ST0518,94971,PLW20818
INDOST_ST05_ST0519,94971,PLW20819
INDOST_ST06_ST06,94221,PLW10017
INDOST_ST06_ST0601,94221,PLW10017
INDOST_ST06_ST0602,94231,PLW10018
INDOST_ST06_ST0603,94111,PLW10019
INDOST_ST06_ST0605,94146,PLW10020
INDOST_ST06_ST0604,94233,PLW10021
INDOST_ST06_ST0606,94221,PLW10022
INDOST_ST06_ST0607,94142,PLW20713
INDOST_ST06_ST0608,94228,PLW10023
INDOST_ST07_ST0701,94474,PLW20901
INDOST_ST07_ST0702,94473,PLW20910
INDOST_ST07_ST0703,94479,PLW20902
INDOST_ST07_ST0704,94474,PLW20903
INDOST_ST07_ST0705,94476,PLW20912
INDOST_ST07_ST0706,94479,PLW20904
INDOST_ST07_ST0707,94476,PLW20914
INDOST_ST07_ST0708,94471,PLW20915
INDOST_ST07_ST0709,94471,PLW20916
INDOST_ST07_ST0710,94471,PLW20917
INDOST_ST07_ST0711,94471,PLW20918
INDOST_ST07_ST0712,94473,PLW20905
INDOST_ST07_ST0713,94474,PLW20919
INDOST_ST07_ST0714,94479,PLW20920
INDOST_ST07_ST0715,94475,PLW20907
INDOST_ST07_ST0716,94475,PLW20907
INDOST_ST07_ST0717,94476,PLW20908
INDOST_ST07_ST0718,94474,PLW20921
INDOST_ST07_ST0719,94473,PLW20909
INDOST_ST07_ST0720,94479,PLW20911
INDOST_ST07_ST0721,94479,PLW20913
INDOST_ST07_ST0722,94471,PLW20900
INDOST_ST07_ST0723,94475,PLW20922
INDOST_ST08_ST08,94619,PLW20200
INDOST_ST08_ST0801,94661,PLW20206
INDOST_ST08_ST0802,94654,PLW20223
INDOST_ST08_ST0803,94653,PLW20224
INDOST_ST08_ST0804,94654,PLW20209
INDOST_ST08_ST0805,94653,PLW20221
INDOST_ST08_ST0806,94653,PLW20225
INDOST_ST08_ST0807,94653,PLW20208
INDOST_ST08_ST0808,94664,PLW20226
INDOST_ST08_ST0809,94664,PLW20212
INDOST_ST08_ST0810,94664,PLW20228
INDOST_ST08_ST0811,94663,PLW20222
INDOST_ST08_ST0812,94663,PLW20213
INDOST_ST08_ST0813,94619,PLW20200
INDOST_ST08_ST0814,94614,PLW20229
INDOST_ST08_ST0815,94616,PLW20230
INDOST_ST08_ST0816,94652,PLW20215
INDOST_ST08_ST0817,94652,PLW20231
INDOST_ST08_ST0818,94652,PLW20232
INDOST_ST08_ST0819,94663,PLW20227
INDOST_ST09_ST09,94364,PLW20709
INDOST_ST09_ST0901,94361,PLW21110
INDOST_ST09_ST0902,94361,PLW21111
INDOST_ST09_ST0903,94361,PLW21112
INDOST_ST09_ST0904,94364,PLW21113
INDOST_ST09_ST0905,94362,PLW21114
INDOST_ST09_ST0906,94363,PLW21105
INDOST_ST09_ST0907,94363,PLW21105
INDOST_ST09_ST0908,94363,PLW21106
INDOST_ST09_ST0909,94362,PLW21107
INDOST_ST09_ST0910,94362,PLW21107
INDOST_ST09_ST0911,94364,PLW21108
INDOST_ST09_ST0912,94364,PLW20706
INDOST_ST09_ST0913,94112,PLW20707
INDOST_ST09_ST0914,94364,PLW20709
INDOST_ST09_ST0915,94364,PLW21109
INDOST_ST10_ST1001,94683,PLW21000
INDOST_ST10_ST1002,94684,PLW21001
INDOST_ST10_ST1003,94681,PLW21004
INDOST_ST10_ST1004,94681,PLW21004
INDOST_ST10_ST1008,94683,PLW21002
INDOST_ST10_ST1009,94692,PLW21008
INDOST_ST10_ST1010,94692,PLW21007
INDOST_ST10_ST1012,94691,PLW21009
INDOST_ST10_ST1013,94683,PLW21010
INDOST_ST10_ST1014,94692,PLW21011
INDOST_ST11_ST1101,94514,PLW20311
INDOST_ST11_ST1102,94552,PLW20313
INDOST_ST11_ST1103,94562,PLW20316
INDOST_ST11_ST1104,94554,PLW20305
INDOST_ST11_ST1105,94553,PLW20304
INDOST_ST11_ST1106,94552,PLW20306
INDOST_ST11_ST1107,94518,PLW20314
INDOST_ST11_ST1109,94562,PLW20310
INDOST_ST11_ST1110,94561,PLW20307
INDOST_ST11_ST1111,94516,PLW20315
INDOST_ST12_ST0202,94891,PLW21100
INDOST_ST12_ST0203,94891,PLW21101
INDOST_ST12_ST0204,94891,PLW21102
INDOST_ST12_ST0205,94892,PLW21103
INDOST_ST12_ST0206,94892,PLW20501
INDOST_ST12_ST0212,94892,PLW21104
INDOST_ST14_ST1401,94965,PLW20817
INDOSA_SA01_SA0101,95852,MDC20204
INDOSA_SA01_SA0102,95854,MDC20217
INDOSA_SA01_SA0103,95854,MDC20217
INDOSA_SA01_SA0104,95856,MDC20218
INDOSA_SA01_SA0105,95858,MDC20212
INDOSA_SA01_SA0106,95858,MDC20223
INDOSA_SA01_SA0107,95858,MDC20224
INDOSA_SA01_SA0108,95857,MDC20213
INDOSA_SA01_SA0109,95856,MDC20211
INDOSA_SA01_SA0110,95818,MDC20225
INDOSA_SA01_SA0111,95818,MDC20225
INDOSA_SA01_SA0112,95814,MDC20226
INDOSA_SA01_SA0113,95855,MDC20215
INDOSA_SA01_SA0114,95854,MDC20222
INDOSA_SA01_SA0115,95856,MDC20227
INDOSA_SA02_SA0201,95864,MDC20216
INDOSA_SA02_SA0202,95862,MDC21500
INDOSA_SA02_SA0203,95862,MDC20219
INDOSA_SA02_SA0204,95862,MDC21500
INDOSA_SA02_SA0205,95861,MDC21501
INDOSA_SA02_SA0206,95861,MDC20220
INDOSA_SA02_SA0207,95861,MDC20220
INDOSA_SA02_SA0208,95863,MDC21502
INDOSA_SA02_SA0209,95863,MDC21502
INDOSA_SA02_SA0210,95863,MDC20221
INDOSA_SA03_SA0301,95881,MDC20709
INDOSA_SA03_SA0302,95881,MDC20709
INDOSA_SA03_SA0303,95881,MDC20710
INDOSA_SA03_SA0304,95872,MDC20711
INDOSA_SA03_SA0305,95883,MDC20702
INDOSA_SA03_SA0306,95883,MDC20712
INDOSA_SA03_SA0307,95883,MDC20703
INDOSA_SA03_SA0308,95872,MDC20704
INDOSA_SA03_SA0309,95871,MDC20713
INDOSA_SA03_SA0310,95871,MDC20705
INDOSA_SA03_SA0311,95885,MDC20714
INDOSA_SA03_SA0312,95885,MDC20714
INDOSA_SA03_SA0313,95884,MDC20715
INDOSA_SA03_SA0314,95871,MDC20716
INDOSA_SA03_SA0315,95884,MDC20707
INDOSA_SA03_SA0316,95882,MDC20717
INDOSA_SA03_SA0317,95882,MDC20708
INDOSA_SA03_SA0318,95871,MDC20719
INDOSA_SA03_SA0319,95882,MDC20718
INDOSA_SA04_SA04,95711,MDC21400
INDOSA_SA04_SA0401,95711,MDC21400
INDOSA_SA04_SA0402,95717,MDC21401
INDOSA_SA04_SA0403,95719,MDC21402
INDOSA_SA04_SA0404,95714,MDC21403
INDOSA_SA05_SA05,95511,MDC20400
INDOSA_SA05_SA0501,95526,MDC20404
INDOSA_SA05_SA0502,95542,MDC20408
INDOSA_SA05_SA0503,95551,MDC20402
INDOSA_SA05_SA0504,95551,MDC20406
INDOSA_SA05_SA0505,95513,MDC20403
INDOSA_SA05_SA0506,95511,MDC20407
INDOSA_SA05_SA0507,95545,MDC20401
INDOSA_SA05_SA0508,95537,MDC20405
INDOSA_SA06_SA0601,95751,MDC20121
INDOSA_SA06_SA0602,95752,MDC20122
INDOSA_SA06_SA0603,95752,MDC20122
INDOSA_SA06_SA0604,95773,MDC20115
INDOSA_SA06_SA0605,95772,MDC20116
INDOSA_SA06_SA0606,95772,MDC20117
INDOSA_SA06_SA0607,95761,MDC20109
INDOSA_SA06_SA0608,95771,MDC20108
INDOSA_SA06_SA0609,95751,MDC20123
INDOSA_SA06_SA0610,95751,MDC20124
INDOSA_SA06_SA0611,95753,MDC20113
INDOSA_SA06_SA0613,95773,MDC20126
INDOSA_SA06_SA0614,95772,MDC20125
INDOSA_SA06_SA0615,95772,MDC20127
INDOSA_SA07_SA0701,95774,MDC20104
INDOSA_SA07_SA0702,95775,MDC21300
INDOSA_SA07_SA0703,95775,MDC21300
INDOSA_SA07_SA0704,95775,MDC21301
INDOSA_SA07_SA0705,95774,MDC20120
INDOSA_SA08_SA0801,95782,MDC20107
INDOSA_SA08_SA0802,95781,MDC21200
INDOSA_SA08_SA0803,95781,MDC21200
INDOSA_SA08_SA0804,95775,MDC20118
INDOSA_SA08_SA0805,95782,MDC21201
INDOSA_SA09_SA0901,95763,MDC20101
INDOSA_SA09_SA0902,95764,MDC20602
INDOSA_SA09_SA0903,95764,MDC20603
INDOSA_SA09_SA0904,95765,MDC20106
INDOSA_SA09_SA0905,95765,MDC20119
INDOSA_SA09_SA0906,95762,MDC20606
INDOSA_SA09_SA0907,93618,KDI20300
INDOSA_SA10_SA10,95129,MDC10000
INDOSA_SA10_SA1001,95231,MDC10030
INDOSA_SA10_SA1002,95115,MDC10022
INDOSA_SA10_SA1003,95254,MDC10023
INDOSA_SA10_SA1004,95113,MDC10024
INDOSA_SA10_SA1006,95117,MDC10028
INDOSA_SA10_SA1007,95121,MDC10029
INDOSA_SA10_SA1008,95231,MDC10025
INDOSA_SA10_SA1009,95125,MDC10026
INDOSA_SA10_SA17,95128,MDC10031
INDOSA_SA10_SA1010,95231,MDC10030
INDOSA_SA11_SA1101,95683,MDC20302
INDOSA_SA11_SA1102,95682,MDC20325
INDOSA_SA11_SA1103,95692,MDC20327
INDOSA_SA11_SA1104,95684,MDC20305
INDOSA_SA11_SA1105,95694,MDC20313
INDOSA_SA11_SA1106,95694,MDC20314
INDOSA_SA11_SA1107,95694,MDC20315
INDOSA_SA11_SA1108,95694,MDC20324
INDOSA_SA11_SA1109,95683,MDC20316
INDOSA_SA11_SA1111,95681,MDC20308
INDOSA_SA11_SA1112,95691,MDC20309
INDOSA_SA11_SA1115,95693,MDC20330
INDOSA_SA11_SA1116,95616,MDC20320
INDOSA_SA11_SA1117,95618,MDC20321
INDOSA_SA11_SA1118,95612,MDC20322
INDOSA_SA11_SA1119,95614,MDC20323
INDOSA_SA11_SA1120,95616,MDC20320
INDOSA_SA11_SA1121,95682,MDC20325
INDOSA_SA11_SA1122,95692,MDC20326
INDOSA_SA11_SA1123,95692,MDC20327
INDOSA_SA11_SA1125,95651,MDC20329
INDOSA_SA11_SA1126,95693,MDC20330
INDOSA_SA12_SA1201,95955,MDC20916
INDOSA_SA12_SA1202,95955,MDC20916
INDOSA_SA12_SA1203,95954,MDC20917
INDOSA_SA12_SA1204,95956,MDC20910
INDOSA_SA12_SA1205,95357,MDC20911
INDOSA_SA12_SA1206,95958,MDC20901
INDOSA_SA12_SA1207,95956,MDC20912
INDOSA_SA12_SA1208,95956,MDC20912
INDOSA_SA12_SA1209,95956,MDC20913
INDOSA_SA12_SA1210,95999,MDC20903
INDOSA_SA12_SA1211,95959,MDC20904
INDOSA_SA12_SA1212,95953,MDC20914
INDOSA_SA12_SA1213,95953,MDC20905
INDOSA_SA12_SA1214,95352,MDC20915
INDOSA_SA12_SA1215,95355,MDC20906
INDOSA_SA12_SA1216,95357,MDC20908
INDOSA_SA12_SA1217,95352,MDC20909
INDOSA_SA13_SA1301,95997,MDC21001
INDOSA_SA13_SA1302,95997,MDC21005
INDOSA_SA13_SA1303,95995,MDC21000
INDOSA_SA13_SA1304,95997,MDC21004
INDOSA_SA13_SA1305,95998,MDC21003
INDOSA_SA13_SA1306,95996,MDC21002
INDOSA_SA13_SA1307,95995,MDC21006
INDOSA_SA13_SA1308,95995,MDC21007
INDOSA_SA13_SA1309,95998,MDC21008
INDOSA_SA13_SA1310,95996,MDC21009
INDOSA_SA13_SA1311,95996,MDC21010
INDOSA_SA13_SA1312,95998,MDC21011
INDOSA_SA14_SA1401,95371,MDC20800
INDOSA_SA14_SA1402,95373,MDC20801
INDOSA_SA14_SA1403,95378,MDC20802
INDOSA_SA14_SA1404,95372,MDC20803
INDOSA_SA14_SA1405,95379,MDC20804
INDOSA_SA14_SA1406,95377,MDC20805
INDOSA_SA14_SA1407,95375,MDC20808
INDOSA_SA14_SA1408,95375,MDC20806
INDOSA_SA14_SA1409,95373,MDC20809
INDOSA_SA14_SA1410,95376,MDC20807
INDOSA_SA15_SA15,95424,MDC21101
INDOSA_SA15_SA1501,95424,MDC21101
INDOSA_SA15_SA1502,95434,MDC21102
INDOSA_SA15_SA1503,95442,MDC21103
INDOSA_SA15_SA1504,95447,MDC21104
INDOSA_SA15_SA1505,95417,MDC21105
INDOSA_SA17_SA1110,95661,MDC20317
INDOSA_SA17_SA1113,95651,MDC20329
INDOSA_SA17_SA1114,95661,MDC20319
INDOSA_SA17_SA1124,95661,MDC20328
INDOGO_GO01_GO0101,96264,GTO20201
INDOGO_GO01_GO0102,96263,GTO20202
INDOGO_GO01_GO0103,96265,GTO20203
INDOGO_GO01_GO0104,96261,GTO20204
INDOGO_GO01_GO0105,96261,GTO20207
INDOGO_GO01_GO0106,96263,GTO20200
INDOGO_GO01_GO0107,96262,GTO20206
INDOGO_GO02_GO0201,96583,GTO20312
INDOGO_GO02_GO0202,96585,GTO20305
INDOGO_GO02_GO0203,96585,GTO20301
INDOGO_GO02_GO0204,96583,GTO20306
INDOGO_GO02_GO0205,96582,GTO20307
INDOGO_GO02_GO0206,96582,GTO20308
INDOGO_GO02_GO0207,96582,GTO20309
INDOGO_GO02_GO0208,96582,GTO20310
INDOGO_GO02_GO0209,96585,GTO20311
INDOGO_GO02_GO0210,96583,GTO20312
INDOGO_GO02_GO0211,96583,GTO20312
INDOGO_GO02_GO0212,96584,GTO20314
INDOGO_GO02_GO0213,96584,GTO20314
INDOGO_GO02_GO0214,96584,GTO20315
INDOGO_GO02_GO0215,96584,GTO20316
INDOGO_GO02_GO0216,96582,GTO20303
INDOGO_GO02_GO0217,96583,GTO20317
INDOGO_GO02_GO0218,20254,MES10028
INDOGO_GO02_GO0219,91662,UPG21305
INDOGO_GO02_GO0220,96584,GTO20313
INDOGO_GO03_GO03,96114,GTO10000
INDOGO_GO03_GO0301,96214,GTO20120
INDOGO_GO03_GO0302,96272,GTO20121
INDOGO_GO03_GO0303,96272,GTO20121
INDOGO_GO03_GO0304,96272,GTO20123
INDOGO_GO03_GO0305,96264,GTO20112
INDOGO_GO03_GO0306,96271,GTO20113
INDOGO_GO03_GO0307,96138,GTO10008
INDOGO_GO03_GO0308,96133,GTO10009
INDOGO_GO03_GO0309,96111,GTO10010
INDOGO_GO03_GO0310,96128,GTO10015
INDOGO_GO03_GO0311,96114,GTO10011
INDOGO_GO03_GO0312,96121,GTO10012
INDOGO_GO03_GO0313,96215,GTO20114
INDOGO_GO03_GO0314,96215,GTO20114
INDOGO_GO03_GO0315,96127,GTO20115
INDOGO_GO03_GO0316,96127,GTO20116
INDOGO_GO03_GO0317,96271,GTO20125
INDOGO_GO03_GO0318,96181,GTO20117
INDOGO_GO03_GO0319,96181,GTO20128
INDOGO_GO03_GO0320,96181,GTO20126
INDOGO_GO03_GO0321,96251,GTO20109
INDOGO_GO03_GO0322,96127,GTO20115
INDOGO_GO03_GO0323,96214,GTO20118
INDOGO_GO03_GO0324,96121,GTO10016
INDOGO_GO03_GO0325,96116,GTO10014
INDOGO_GO03_GO0326,96118,GTO10013
INDOGO_GO03_GO0327,96264,GTO20122
INDOGO_GO03_GO0328,96271,GTO20124
INDOGO_GO04_GO0401,96525,GTO20111
INDOGO_GO04_GO0402,96253,GTO20101
INDOGO_GO04_GO0403,96252,GTO20400
INDOGO_GO04_GO0404,96254,GTO20410
INDOGO_GO04_GO0405,96524,GTO20119
INDOGO_GO04_GO0408,96253,GTO20406
INDOGO_GO04_GO0409,96525,GTO20407
INDOGO_GO04_GO0410,96252,GTO20408
INDOGO_GO04_GO0411,96254,GTO20410
